id,gender,age,annual_income,spending_score,perf_shop_meth,member_level
24477,Male,55,68283.55,60,InStore,gold
24478,Male,29,22355.52,72,Online,silver
24479,Male,71,39868.74,78,Online,gold
24480,Female,69,33597.63,93,Online,silver
24481,Male,19,23043.45,90,InStore,silver
24482,Male,62,69822.1,53,InStore,silver
24483,Female,75,66179.58,72,InStore,none
24484,Male,25,32708.79,40,InStore,silver
24485,Female,62,38890.27,74,InStore,platinum
24486,Female,27,89334.34,62,InStore,none
24487,Non-binary,37,67674.54,74,InStore,silver
24488,Female,79,56145.49,90,Online,silver
24489,Male,73,118292.34,83,InStore,platinum
24490,Female,28,39379.93,92,InStore,silver
24491,Female,47,41135.4,88,Online,silver
24492,Female,51,80543.23,94,InStore,none
24493,Female,56,70880.03,65,InStore,none
24494,Genderfluid,28,79538.41,55,InStore,none
24495,Female,72,37563.79,37,InStore,silver
24496,Male,59,17141.59,79,InStore,silver
24497,Female,39,39696.44,75,InStore,silver
24498,Female,42,48277.96,44,InStore,silver
24499,Male,40,65399.3,41,Online,none
24500,Female,19,40087.01,71,Online,silver
24501,Male,30,78884.43,47,InStore,none
24502,Male,26,59096.53,77,Online,silver
24503,Male,28,40551.39,74,Online,none
24504,Male,28,77172.76,72,InStore,silver
24505,Male,73,47059.9,54,Online,none
24506,Female,34,65063.29,65,InStore,none
24507,Female,19,81950.31,48,InStore,platinum
24508,Male,36,75088.29,70,InStore,gold
24509,Male,22,75514.08,87,InStore,none
24510,Female,31,55785.67,83,BOPS,silver
24511,Female,21,49139.02,68,InStore,none
24512,Male,67,50095.92,42,InStore,silver
24513,Female,38,85257.86,57,Online,none
24514,Male,27,57172.85,57,InStore,none
24515,Male,76,85885.2,45,InStore,silver
24516,Male,26,55084.32,53,Online,none
24517,Female,38,54803.13,42,Online,none
24518,Genderfluid,57,87111.67,47,InStore,none
24519,Male,75,40289.69,38,InStore,none
24520,Female,73,48201.7,94,InStore,none
24521,Male,50,48968.57,51,InStore,none
24522,Female,41,84344.17,51,Online,none
24523,Male,83,61554.98,76,InStore,silver
24524,Male,22,72723.34,72,InStore,none
24525,Female,72,23707.3,76,InStore,gold
24526,Non-binary,19,-1670.51,39,Online,none
24527,Male,22,63973.6,69,Online,none
24528,Male,23,30967.09,57,Online,none
24529,Non-binary,37,74714.76,48,Online,none
24530,Male,42,43000.58,80,Online,silver
24531,Female,42,49556.49,58,InStore,platinum
24532,Male,70,120412.27,88,Online,silver
24533,Male,67,22377.21,66,Online,gold
24534,Female,59,40411.96,44,Online,platinum
24535,Genderqueer,65,65415.4,51,InStore,silver
24536,Female,67,41846.12,81,InStore,none
24537,Male,43,74552.88,58,Online,none
24538,Female,52,16467.27,73,Online,gold
24539,Female,54,35977.7,89,Online,none
24540,Female,30,67472.69,83,InStore,silver
24541,Female,31,109613.12,68,InStore,silver
24542,Female,27,30839.21,72,InStore,gold
24543,Female,67,66036.97,87,InStore,gold
24544,Male,67,37223.02,38,BOPS,none
24545,Female,43,85779.25,59,InStore,gold
24546,Male,20,60539.39,71,InStore,none
24547,Female,79,70089.55,50,Online,none
24548,Male,57,58602.47,62,InStore,silver
24549,Male,25,68522.35,51,Online,none
24550,Female,42,132042.37,51,InStore,none
24551,Female,34,90094.49,76,InStore,silver
24552,Male,76,63945.27,39,Online,silver
24553,Agender,35,35033.86,66,Online,silver
24554,Male,58,35510.31,47,InStore,none
24555,Female,49,79681.61,73,InStore,gold
24556,Male,52,87924.42,46,Online,silver
24557,Female,20,84734.4,74,Online,none
24558,Male,81,55017.45,46,Online,silver
24559,Male,73,79185.41,47,Online,platinum
24560,Male,77,72473.2,47,InStore,silver
24561,Male,73,13331.16,51,InStore,none
24562,Bigender,78,77707.19,47,Online,none
24563,Male,80,83961.61,53,InStore,gold
24564,Female,74,30832.08,36,Online,none
24565,Female,77,22409.71,73,InStore,none
24566,Male,20,74122.36,60,Online,gold
24567,Female,43,67012.35,63,InStore,none
24568,Female,20,82535.96,63,Online,silver
24569,Male,41,83038.97,58,BOPS,gold
24570,Female,37,51574.59,42,Online,none
24571,Male,74,28462.99,87,Online,gold
24572,Male,42,37892.61,89,InStore,silver
24573,Female,22,50942.56,48,BOPS,platinum
24574,Male,54,111758.12,93,InStore,none
24575,Male,48,6265.14,78,Online,none
24576,Male,82,-223.58,35,InStore,gold
24577,Male,46,56886.97,65,InStore,none
24578,Female,19,74093.74,52,InStore,none
24579,Female,70,122684.27,40,InStore,silver
24580,Male,35,86401.69,48,BOPS,silver
24581,Male,28,44660.21,76,Online,gold
24582,Non-binary,79,108904.34,81,Online,none
24583,Female,57,22547.52,78,Online,silver
24584,Male,53,53495.39,38,Online,silver
24585,Female,40,43523.17,51,InStore,silver
24586,Female,61,116587.25,86,InStore,none
24587,Male,45,-7133.42,93,InStore,gold
24588,Male,19,63419.95,91,InStore,none
24589,Female,43,28925.26,77,InStore,none
24590,Non-binary,65,67687.95,76,InStore,none
24591,Male,73,90908.76,49,InStore,silver
24592,Female,24,35846.55,72,InStore,gold
24593,Female,64,53398.75,91,InStore,silver
24594,Male,21,10616.44,86,Online,silver
24595,Male,67,73284.36,78,InStore,silver
24596,Male,55,46731.53,77,InStore,none
24597,Female,63,60712.04,72,Online,silver
24598,Genderqueer,18,44495.16,79,InStore,none
24599,Female,70,33755.57,91,Online,none
24600,Male,42,42888.69,88,Online,silver
24601,Female,43,78723.73,54,Online,gold
24602,Female,56,13350.12,49,InStore,silver
24603,Female,49,66521.85,84,InStore,none
24604,Female,60,101221.05,40,InStore,silver
24605,Female,28,49222.36,84,InStore,none
24606,Female,56,50590.34,68,BOPS,silver
24607,Female,71,103335.19,61,InStore,platinum
24608,Female,20,69628.11,57,InStore,none
24609,Female,79,38139.26,78,InStore,none
24610,Female,79,66894.8,77,Online,none
24611,Female,18,22799.57,78,Online,gold
24612,Female,56,29751.05,61,Online,none
24613,Male,52,59714.24,46,Online,gold
24614,Male,37,39702.01,75,BOPS,none
24615,Male,51,33336,53,Online,none
24616,Male,51,49583.29,78,InStore,none
24617,Female,23,38276.13,73,Online,none
24618,Male,66,54090.39,61,BOPS,none
24619,Male,18,48529.75,45,InStore,silver
24620,Female,54,81373.41,42,InStore,silver
24621,Female,69,44344.12,65,Online,silver
24622,Male,53,31802.16,70,Online,none
24623,Female,74,51892.98,67,InStore,platinum
24624,Male,71,53976.38,87,Online,silver
24625,Female,56,29356.58,77,InStore,silver
24626,Female,82,20597.23,43,InStore,none
24627,Female,58,96472.58,90,InStore,silver
24628,Female,19,82691.9,51,InStore,platinum
24629,Male,82,60916.44,62,InStore,none
24630,Genderfluid,71,32289.18,49,Online,none
24631,Male,62,44397.11,81,Online,silver
24632,Genderqueer,26,50530.14,67,Online,none
24633,Female,81,76454.06,78,InStore,none
24634,Female,23,87851.56,81,InStore,gold
24635,Female,19,71637.67,75,InStore,silver
24636,Male,21,53990.02,46,InStore,silver
24637,Female,71,80851.56,83,Online,none
24638,Female,53,51798.06,62,InStore,silver
24639,Male,38,60623.14,67,BOPS,none
24640,Female,30,130657.22,70,BOPS,silver
24641,Female,30,50808.88,70,InStore,none
24642,Female,25,18321.28,70,Online,none
24643,Female,71,98186.03,55,InStore,none
24644,Genderfluid,63,47998.33,36,Online,silver
24645,Female,57,72692.64,43,InStore,silver
24646,Female,59,100877.38,55,BOPS,none
24647,Female,63,93901.88,45,Online,platinum
24648,Genderqueer,81,84054.61,44,InStore,none
24649,Male,32,78761.12,50,Online,none
24650,Female,54,64651.56,54,InStore,platinum
24651,Male,80,43724.58,53,InStore,silver
24652,Male,67,72182.77,51,Online,none
24653,Female,83,68129.45,83,BOPS,none
24654,Male,75,79458.95,49,Online,none
24655,Genderfluid,79,63288.22,79,Online,none
24656,Male,38,66982,86,InStore,gold
24657,Female,65,62133.92,74,Online,silver
24658,Male,80,61534.2,78,InStore,silver
24659,Male,26,13866.66,85,Online,none
24660,Female,83,33917.88,38,BOPS,platinum
24661,Male,78,70397.46,77,InStore,gold
24662,Female,34,83653.08,83,BOPS,gold
24663,Male,24,24758.65,44,Online,silver
24664,Male,54,6575.35,50,InStore,silver
24665,Male,36,63699.44,54,InStore,none
24666,Male,83,105175.81,53,InStore,silver
24667,Male,73,62133.8,38,Online,silver
24668,Non-binary,70,90785.54,45,Online,none
24669,Male,80,3262.04,61,Online,none
24670,Male,56,98391.65,40,InStore,gold
24671,Male,74,59298.37,63,InStore,none
24672,Male,31,50367.25,77,Online,none
24673,Male,26,54622.37,49,Online,none
24674,Male,78,100555.06,57,InStore,gold
24675,Male,75,48980.21,70,BOPS,none
24676,Bigender,27,69566.95,52,InStore,silver
24677,Female,52,57198.13,45,InStore,silver
24678,Female,20,71603.39,69,Online,gold
24679,Female,64,48117.38,45,Online,silver
24680,Male,73,11860.17,81,Online,silver
24681,Male,68,82775.31,57,InStore,gold
24682,Female,62,87692.41,40,InStore,none
24683,Male,63,35191.84,92,Online,silver
24684,Male,81,15355.9,79,InStore,gold
24685,Female,23,44180.27,82,InStore,none
24686,Male,57,83211.96,38,BOPS,none
24687,Female,72,104473.49,38,InStore,silver
24688,Female,48,62444.36,70,InStore,none
24689,Male,53,58519.2,86,InStore,silver
24690,Female,40,51848.72,87,Online,silver
24691,Female,22,64056.55,72,InStore,silver
24692,Female,23,55354.27,44,InStore,silver
24693,Male,32,110647.12,82,Online,platinum
24694,Female,34,33934.14,38,Online,none
24695,Male,71,78109.36,63,InStore,gold
24696,Female,51,23956.63,92,InStore,none
24697,Female,50,84062.54,76,InStore,platinum
24698,Male,82,49757.71,80,Online,platinum
24699,Male,23,43321.61,69,Online,gold
24700,Female,56,52699.4,73,InStore,silver
24701,Male,66,56403.28,55,InStore,silver
24702,Female,43,3157.81,84,InStore,none
24703,Male,26,42519.99,40,InStore,none
24704,Male,69,15287.96,88,InStore,none
24705,Female,54,75459.5,84,Online,none
24706,Male,67,23310.41,41,Online,platinum
24707,Female,66,65410.67,81,InStore,gold
24708,Male,65,2762.3,55,Online,silver
24709,Female,28,38870.24,42,InStore,none
24710,Male,62,43920.46,40,InStore,platinum
24711,Female,23,51738.05,84,InStore,silver
24712,Male,82,47794.19,45,InStore,none
24713,Agender,69,103381.42,53,Online,none
24714,Male,54,28570.89,48,Online,gold
24715,Female,38,95371.26,82,Online,none
24716,Genderfluid,24,44678.46,53,BOPS,gold
24717,Male,40,57489.93,91,InStore,silver
24718,Agender,39,57344.1,38,Online,silver
24719,Genderqueer,20,58102.17,40,InStore,none
24720,Female,24,89674.25,35,BOPS,none
24721,Female,53,90827.3,55,Online,silver
24722,Male,28,58718.06,42,InStore,silver
24723,Male,61,51204.96,70,InStore,none
24724,Male,67,111495.17,39,InStore,silver
24725,Male,82,75750.26,89,InStore,none
24726,Male,44,48220.62,47,InStore,none
24727,Male,30,37516.82,47,InStore,none
24728,Male,64,86739.21,63,InStore,silver
24729,Non-binary,77,27883.18,45,InStore,silver
24730,Male,61,102181.19,73,Online,gold
24731,Female,34,73563.67,59,InStore,silver
24732,Male,51,91551.09,56,InStore,gold
24733,Male,75,51217.88,48,InStore,none
24734,Female,81,42145.06,44,InStore,none
24735,Female,48,73244.23,76,InStore,gold
24736,Female,41,105649.82,93,InStore,none
24737,Genderqueer,37,86783.85,86,Online,gold
24738,Female,75,80910.56,69,InStore,silver
24739,Female,73,42527.56,57,Online,gold
24740,Female,53,47866.82,36,Online,none
24741,Polygender,27,75434.81,50,Online,none
24742,Female,68,10528.97,42,Online,none
24743,Female,20,39467.35,75,BOPS,none
24744,Genderqueer,41,26233.83,36,Online,none
24745,Male,81,1224.46,66,InStore,none
24746,Female,24,85366.84,68,InStore,silver
24747,Genderfluid,55,44722.38,83,BOPS,silver
24748,Female,72,59451.36,73,BOPS,none
24749,Female,34,48522.52,61,InStore,none
24750,Non-binary,79,33689.67,63,Online,none
24751,Female,35,48848.2,73,InStore,none
24752,Male,28,66871.37,74,Online,none
24753,Female,80,56023.51,41,Online,none
24754,Male,56,63692.34,70,InStore,silver
24755,Female,66,57964.2,92,InStore,gold
24756,Male,55,72360.64,63,InStore,silver
24757,Bigender,31,52315.35,94,InStore,none
24758,Female,52,25762.13,71,InStore,none
24759,Male,59,38172.43,79,Online,silver
24760,Female,31,46328.07,87,Online,silver
24761,Male,67,44650.25,65,InStore,none
24762,Polygender,20,86731.15,93,InStore,none
24763,Male,43,46049.96,82,Online,none
24764,Female,30,22176.42,53,InStore,none
24765,Male,50,20079.25,62,Online,gold
24766,Female,51,27581.3,62,BOPS,none
24767,Polygender,18,42607.25,61,Online,gold
24768,Female,25,70816.35,61,InStore,silver
24769,Male,65,47124.55,68,InStore,none
24770,Genderqueer,39,27280.57,83,Online,none
24771,Female,52,44741.87,71,InStore,silver
24772,Female,74,59955.43,90,InStore,silver
24773,Female,68,45437.71,64,InStore,none
24774,Female,41,69020.06,74,Online,silver
24775,Female,75,44550.14,91,InStore,none
24776,Male,44,39957.27,55,Online,none
24777,Male,46,53281.01,47,InStore,gold
24778,Female,63,77090.62,74,Online,silver
24779,Male,58,80852.72,35,InStore,none
24780,Male,77,39814.96,39,InStore,silver
24781,Male,70,72132.4,38,Online,silver
24782,Female,82,16889.97,71,BOPS,none
24783,Genderqueer,35,89235.11,83,InStore,none
24784,Male,38,73316.72,76,Online,none
24785,Female,75,75716.07,89,InStore,none
24786,Male,30,66764.49,91,InStore,silver
24787,Male,57,86854.47,79,Online,none
24788,Male,75,43979.97,38,BOPS,none
24789,Female,37,84013.29,63,InStore,none
24790,Female,64,93052.48,60,InStore,gold
24791,Agender,34,42603.91,74,InStore,none
24792,Female,49,29280.48,41,Online,gold
24793,Male,60,35329.38,82,Online,silver
24794,Female,76,64272.2,94,Online,silver
24795,Male,51,48275.17,74,Online,none
24796,Female,83,56751.97,67,InStore,silver
24797,Male,83,7628.91,76,InStore,silver
24798,Male,77,48179.81,40,InStore,none
24799,Male,32,80129.86,60,Online,none
24800,Female,35,56606.3,35,InStore,none
24801,Female,70,74921,57,InStore,none
24802,Female,54,51573.02,41,InStore,none
24803,Female,51,21727.73,83,Online,none
24804,Female,77,68644.38,58,InStore,none
24805,Female,42,60287,54,InStore,silver
24806,Agender,70,69559.97,70,InStore,silver
24807,Female,21,52478.98,63,InStore,none
24808,Bigender,76,54638.56,66,Online,silver
24809,Female,24,44366.22,51,InStore,silver
24810,Female,32,60182.13,83,InStore,silver
24811,Male,59,67520.21,50,InStore,none
24812,Male,54,87459.04,43,InStore,gold
24813,Female,57,84141.31,61,Online,silver
24814,Male,70,56214.65,37,InStore,none
24815,Polygender,61,19380.46,56,Online,none
24816,Female,28,95928.04,75,Online,none
24817,Male,37,38672.93,88,Online,silver
24818,Male,78,60028.17,73,Online,none
24819,Male,48,110751.45,47,Online,gold
24820,Male,59,66356.94,65,InStore,platinum
24821,Genderqueer,51,64546.31,54,InStore,silver
24822,Bigender,42,9047.71,92,InStore,silver
24823,Male,26,42976.7,82,InStore,gold
24824,Male,20,62772.47,68,InStore,silver
24825,Male,80,61611.07,63,InStore,none
24826,Female,43,56306.28,56,Online,none
24827,Female,66,57717.23,45,InStore,silver
24828,Male,80,49479.71,84,Online,none
24829,Male,30,13975.58,54,BOPS,none
24830,Female,46,54127.2,81,InStore,gold
24831,Male,27,-5051.75,61,InStore,silver
24832,Male,66,32239.39,78,InStore,platinum
24833,Female,52,40016.23,54,InStore,none
24834,Polygender,61,27553.85,54,Online,gold
24835,Male,48,34686.29,78,InStore,none
24836,Male,40,16692.78,41,Online,none
24837,Female,36,62024.89,60,InStore,none
24838,Female,80,52088.56,67,Online,gold
24839,Polygender,62,80598.38,50,Online,gold
24840,Male,49,16487.98,80,InStore,silver
24841,Genderfluid,63,-14896.9,86,Online,silver
24842,Female,41,54903.86,41,Online,silver
24843,Male,67,60765.25,59,InStore,silver
24844,Male,29,29423.41,53,InStore,none
24845,Female,39,50343.72,82,InStore,silver
24846,Female,63,61066.72,92,InStore,silver
24847,Male,38,55910.45,62,InStore,none
24848,Female,28,26751.02,70,InStore,gold
24849,Female,81,13602.8,80,InStore,none
24850,Male,58,89662.72,64,Online,platinum
24851,Male,79,70838.6,63,InStore,none
24852,Non-binary,66,-15745.95,83,InStore,silver
24853,Male,38,45902.32,59,Online,none
24854,Male,55,81564.62,64,InStore,none
24855,Female,43,43254.2,47,InStore,none
24856,Female,18,40369.23,56,Online,none
24857,Male,36,76750.69,79,InStore,platinum
24858,Genderqueer,48,75162.83,83,InStore,silver
24859,Female,70,36693.64,61,InStore,none
24860,Male,54,28390.04,55,Online,gold
24861,Male,62,33169.53,67,Online,none
24862,Bigender,61,18391.75,50,Online,none
24863,Male,80,18738.18,68,InStore,none
24864,Female,43,58673.49,61,InStore,silver
24865,Polygender,49,57131.53,73,BOPS,none
24866,Male,32,60722.98,64,Online,none
24867,Female,39,73482.18,40,Online,none
24868,Female,33,39980.75,48,InStore,none
24869,Male,58,33223.63,69,InStore,silver
24870,Female,41,55074.65,81,InStore,none
24871,Male,68,132433.91,90,InStore,none
24872,Female,43,26081.4,52,InStore,none
24873,Male,63,41922.75,92,Online,none
24874,Female,24,41242,55,InStore,silver
24875,Male,83,65723.98,92,InStore,gold
24876,Male,63,64285.77,62,Online,silver
24877,Female,57,38783.51,78,InStore,none
24878,Female,27,60999.27,93,Online,silver
24879,Female,27,57765.33,50,InStore,silver
24880,Female,73,57043.88,75,InStore,silver
24881,Female,47,47438.43,55,Online,gold
24882,Female,26,83971.6,81,InStore,silver
24883,Female,58,28527.27,85,InStore,none
24884,Genderqueer,37,62383.46,84,InStore,gold
24885,Female,28,66900.27,46,InStore,none
24886,Bigender,72,27834.17,82,InStore,none
24887,Male,57,76462.35,59,InStore,gold
24888,Female,40,28519.23,43,InStore,none
24889,Female,72,32619.84,35,Online,none
24890,Male,53,15907.77,69,Online,silver
24891,Female,66,58614.06,39,Online,none
24892,Male,65,100108.54,49,InStore,none
24893,Male,71,71740.34,81,InStore,none
24894,Male,77,38820.93,87,InStore,none
24895,Male,59,17591.24,91,InStore,none
24896,Male,61,58665.43,90,Online,silver
24897,Male,77,70587.68,43,Online,gold
24898,Male,55,84621.82,79,Online,none
24899,Male,75,89144.92,55,Online,none
24900,Bigender,50,32725.12,62,Online,silver
24901,Female,19,8341.74,36,InStore,silver
24902,Male,22,71074.2,59,Online,none
24903,Male,78,64955.17,82,InStore,silver
24904,Male,20,25052.05,51,InStore,none
24905,Female,54,44754.62,61,InStore,platinum
24906,Female,31,95526.87,54,Online,none
24907,Male,78,58803.52,79,InStore,none
24908,Female,37,28443.63,91,Online,none
